movie_title,release_month,production_budget,worldwide_gross,ROI,genres,director_name
Percy Jackson: Sea of Monsters,Aug,90000000.0,200859554.0,110859554.0,"Adventure,Family,Fantasy",Thor Freudenthal
Now You See Me 2,Jun,90000000.0,328325007.0,238325007.0,"Action,Adventure,Comedy",Jon M. Chu
The Saint,Apr,90000000.0,169400000.0,79400000.0,Drama,Andrius Blazevicius
Tomb Raider,Mar,90000000.0,273477501.0,183477501.0,"Action,Adventure,Fantasy",Roar Uthaug
Volcano,Apr,90000000.0,120100000.0,30100000.0,Drama,Rúnar Rúnarsson
Conan the Barbarian,Aug,90000000.0,63356133.0,-26643867.0,"Action,Adventure,Fantasy",Marcus Nispel
Conan the Barbarian,May,20000000.0,79114085.0,59114085.0,"Action,Adventure,Fantasy",Marcus Nispel
The Three Musketeers,Oct,90000000.0,139877913.0,49877913.0,"Action,Adventure,Romance",Paul W.S. Anderson
The Nutcracker in 3D,Nov,90000000.0,20466016.0,-69533984.0,"Action,Family,Fantasy",Andrey Konchalovskiy
The Predator,Sep,88000000.0,159487563.0,71487563.0,"Action,Adventure,Sci-Fi",Shane Black
Cast Away,Dec,85000000.0,427230516.0,342230516.0,"Adventure,Drama",Vitaliy Versace
Divergent,Mar,85000000.0,276014965.0,191014965.0,"Action,Adventure,Mystery",Neil Burger
Hotel Transylvania,Sep,85000000.0,378505812.0,293505812.0,"Animation,Comedy,Family",Genndy Tartakovsky
Shazam!,Apr,85000000.0,362899733.0,277899733.0,"Action,Adventure,Comedy",David F. Sandberg
Safe House,Feb,85000000.0,208542162.0,123542162.0,"Action,Adventure,Crime",Daniel Espinosa
Tower Heist,Nov,85000000.0,150422946.0,65422946.0,"Action,Comedy,Crime",Brett Ratner
Mirror Mirror,Mar,85000000.0,173613482.0,88613482.0,"Adventure,Comedy,Drama",Tarsem Singh
The Holiday,Dec,85000000.0,205190324.0,120190324.0,Drama,Jin-moo Kim
The Rundown,Sep,85000000.0,80831893.0,-4168107.0,Action,Noah Scott
Arthur Christmas,Nov,85000000.0,149717124.0,64717124.0,"Adventure,Animation,Comedy",Barry Cook
xXx: Return of Xander Cage,Jan,85000000.0,345033359.0,260033359.0,"Action,Adventure,Thriller",D.J. Caruso
Cats & Dogs: The Revenge of Kitty Galore,Jul,85000000.0,113026383.0,28026383.0,"Action,Comedy,Family",Brad Peyton
Showtime,Mar,85000000.0,78948765.0,-6051235.0,"Drama,Fantasy,Musical",Stanley Kwan
Father's Day,May,85000000.0,35681080.0,-49318920.0,Action,Quentin Lee
The Greatest Showman,Dec,84000000.0,386665550.0,302665550.0,"Biography,Drama,Musical",Michael Gracey
RED 2,Jul,84000000.0,141507355.0,57507355.0,"Action,Comedy,Crime",Dean Parisot
Click,Jun,82500000.0,237685089.0,155185089.0,"Drama,Horror,Mystery",Sangeeth Sivan
Jumper,Feb,82500000.0,222640812.0,140140812.0,"Biography,Documentary,Drama",Phil Giordano
The Hunger Games,Mar,80000000.0,677923379.0,597923379.0,"Action,Adventure,Sci-Fi",Gary Ross
The Hangover Part II,May,80000000.0,586464305.0,506464305.0,"Comedy,Mystery",Todd Phillips
The Lego Batman Movie,Feb,80000000.0,310660018.0,230660018.0,"Action,Animation,Comedy",Chris McKay
Hotel Transylvania 2,Sep,80000000.0,469500298.0,389500298.0,"Animation,Comedy,Family",Genndy Tartakovsky
Grown Ups 2,Jul,80000000.0,247023808.0,167023808.0,Comedy,Dennis Dugan
Alvin and the Chipmunks: Chipwrecked,Dec,80000000.0,349088523.0,269088523.0,"Adventure,Animation,Comedy",Mike Mitchell
Shutter Island,Feb,80000000.0,299461782.0,219461782.0,"Mystery,Thriller",Martin Scorsese
Yogi Bear,Dec,80000000.0,204774690.0,124774690.0,"Adventure,Animation,Comedy",Eric Brevig
The Book of Eli,Jan,80000000.0,158750817.0,78750817.0,"Action,Adventure,Drama",Albert Hughes
Fury,Oct,80000000.0,210315681.0,130315681.0,"Action,Drama,War",David Ayer
Zookeeper,Jul,80000000.0,170805525.0,90805525.0,"Comedy,Family,Romance",Frank Coraci
Conspiracy Theory,Aug,80000000.0,142783718.0,62783718.0,"Horror,Thriller",Jake Myers
The Secret Life of Pets 2,Jun,80000000.0,113351496.0,33351496.0,"Adventure,Animation,Comedy",Chris Renaud
Evolution,Jun,80000000.0,98341932.0,18341932.0,"Drama,Mystery,Sci-Fi",Lucile Hadzihalilovic
The Wild,Apr,80000000.0,99010667.0,19010667.0,Documentary,Mark Titus
The Last Witch Hunter,Oct,80000000.0,130818912.0,50818912.0,"Action,Adventure,Fantasy",Breck Eisner
Pompeii,Feb,80000000.0,108469033.0,28469033.0,"Action,Adventure,Drama",Paul W.S. Anderson
Nine,Dec,80000000.0,53508858.0,-26491142.0,Horror,Darren Lynch
Timeline,Nov,80000000.0,26703184.0,-53296816.0,Romance,Nonzee Nimibutr
Journey 2: The Mysterious Island,Feb,79000000.0,318146162.0,239146162.0,"Action,Adventure,Comedy",Brad Peyton
Jack and Jill,Nov,79000000.0,150519217.0,71519217.0,Comedy,Dennis Dugan
The Little Prince,Feb,77500000.0,102028919.0,24528919.0,Action,Zhang Lei
The Equalizer 2,Jul,77000000.0,190453132.0,113453132.0,"Action,Crime,Thriller",Antoine Fuqua
Despicable Me 2,Jul,76000000.0,975216835.0,899216835.0,"Adventure,Animation,Comedy",Chris Renaud
The Secret Life of Pets,Jul,75000000.0,886750534.0,811750534.0,"Adventure,Animation,Comedy",Yarrow Cheney
Sing,Dec,75000000.0,634454789.0,559454789.0,"Animation,Comedy,Family",Garth Jennings
Despicable Me 3,Jun,75000000.0,1034727750.0,959727750.0,"Adventure,Animation,Comedy",Kyle Balda
Grown Ups,Jun,75000000.0,272223430.0,197223430.0,Comedy,Dennis Dugan
Wanted,Jun,75000000.0,342416460.0,267416460.0,Action,Rabi Kinagi
The Rock,Jun,75000000.0,336069511.0,261069511.0,Comedy,Pia Justine Cruz
Now You See Me,May,75000000.0,342769200.0,267769200.0,"Crime,Mystery,Thriller",Louis Leterrier
Christopher Robin,Aug,75000000.0,197504758.0,122504758.0,"Adventure,Animation,Comedy",Marc Forster
Immortals,Nov,75000000.0,211562435.0,136562435.0,"Action,Drama,Fantasy",Tarsem Singh
Life,Apr,75000000.0,73521587.0,-1478413.0,Documentary,Patrick Epape
Life,Mar,58000000.0,100929666.0,42929666.0,Documentary,Patrick Epape
Killers,Jun,75000000.0,95572749.0,20572749.0,"Action,Comedy,Romance",Robert Luketic
Bandits,Oct,75000000.0,71523271.0,-3476729.0,Drama,Muyiwa Aluko
Sucker Punch,Mar,75000000.0,89758389.0,14758389.0,"Action,Adventure,Fantasy",Zack Snyder
Hostage,Mar,75000000.0,77636443.0,2636443.0,Thriller,Tony Glazer
Inferno,Oct,75000000.0,219519367.0,144519367.0,Documentary,Patrick Fileti
Soldier,Oct,75000000.0,14623082.0,-60376918.0,Drama,Richard Gilliam
Virus,Jan,75000000.0,30626690.0,-44373310.0,"Documentary,Family",Neil Corbin
Minions,Jul,74000000.0,1160336173.0,1086336173.0,"Adventure,Animation,Comedy",Kyle Balda
The SpongeBob Movie: Sponge Out of Water,Feb,74000000.0,311013181.0,237013181.0,"Adventure,Animation,Comedy",Mike Mitchell
Unbreakable,Nov,73243106.0,248099143.0,174856037.0,"Adventure,Biography,Documentary",Ross Whitaker
The Angry Birds Movie,May,73000000.0,352327887.0,279327887.0,"Action,Animation,Comedy",Clay Kaytis
Snake Eyes,Aug,73000000.0,103891409.0,30891409.0,"Action,Adventure",Robert Schwentke
Driven,Apr,72000000.0,54616869.0,-17383131.0,"Biography,Drama,Thriller",Nick Hamm
Ransom,Nov,70000000.0,308700000.0,238700000.0,"Drama,Thriller",Mickey Fonseca
Olympus Has Fallen,Mar,70000000.0,172878928.0,102878928.0,"Action,Thriller",Antoine Fuqua
War Horse,Dec,70000000.0,156815529.0,86815529.0,"Drama,History,War",Steven Spielberg
The Monuments Men,Feb,70000000.0,158702748.0,88702748.0,"Comedy,Drama,History",George Clooney
Storks,Sep,70000000.0,183353431.0,113353431.0,"Adventure,Animation,Comedy",Nicholas Stoller
Big Fish,Dec,70000000.0,123954323.0,53954323.0,Action,Banzragch Batbold
Wolf,Jun,70000000.0,131011757.0,61011757.0,"Action,Crime,Drama",Stef Desmyter
The Lego Ninjago Movie,Sep,70000000.0,122737201.0,52737201.0,"Action,Adventure,Animation",Charlie Bean
Dracula Untold,Oct,70000000.0,220241723.0,150241723.0,"Action,Drama,Fantasy",Gary Shore
The Guardian,Sep,70000000.0,94973540.0,24973540.0,Drama,Mark Tuff
The Dilemma,Jan,70000000.0,70546865.0,546865.0,"Comedy,Drama",Ron Howard
The Siege,Nov,70000000.0,116625798.0,46625798.0,Documentary,Angus Gibson
Rock of Ages,Jun,70000000.0,61031932.0,-8968068.0,"Comedy,Drama,Musical",Adam Shankman
Bad Company,Jun,70000000.0,69157016.0,-842984.0,Thriller,Jason King
The Finest Hours,Jan,70000000.0,49252761.0,-20747239.0,"Action,Drama,History",Craig Gillespie
Escape Plan,Oct,70000000.0,103735965.0,33735965.0,"Action,Crime,Mystery",Mikael Håfström
Killer Elite,Sep,70000000.0,65409046.0,-4590954.0,"Action,Crime,Thriller",Gary McKendry
The Legend of Hercules,Jan,70000000.0,58953319.0,-11046681.0,"Action,Adventure,Fantasy",Renny Harlin
Blackhat,Jan,70000000.0,19665004.0,-50334996.0,"Action,Crime,Thriller",Michael Mann
Despicable Me,Jul,69000000.0,543464573.0,474464573.0,"Animation,Comedy,Family",Chris Renaud
Dinner for Schmucks,Jul,69000000.0,86796502.0,17796502.0,Comedy,Jay Roach
Red Sparrow,Mar,69000000.0,145951861.0,76951861.0,"Action,Drama,Thriller",Francis Lawrence
The Twilight Saga: Eclipse,Jun,68000000.0,706102828.0,638102828.0,"Adventure,Drama,Fantasy",David Slade
Hall Pass,Feb,68000000.0,87173475.0,19173475.0,"Comedy,Romance",Bobby Farrelly
Dreamcatcher,Mar,68000000.0,75685268.0,7685268.0,"Crime,Documentary,Drama",Kim Longinotto
Downsizing,Dec,68000000.0,54462971.0,-13537029.0,"Drama,Sci-Fi",Alexander Payne
Abraham Lincoln: Vampire Hunter,Jun,67500000.0,137489730.0,69989730.0,"Action,Fantasy,Horror",Timur Bekmambetov
Entrapment,Apr,66000000.0,211700000.0,145700000.0,War,Lan An
What Women Want,Dec,65000000.0,374105123.0,309105123.0,"Comedy,Romance,Sci-Fi",Daming Chen
Lincoln,Nov,65000000.0,273346281.0,208346281.0,"Biography,Drama,History",Steven Spielberg
Ice Age,Mar,65000000.0,386116343.0,321116343.0,"Crime,Drama,Family",Mostafa Kiayee
Hotel Transylvania 3: Summer Vacation,Jul,65000000.0,527079962.0,462079962.0,"Adventure,Animation,Comedy",Genndy Tartakovsky
Unbroken,Dec,65000000.0,163527824.0,98527824.0,Drama,Tayo Osasona
Due Date,Nov,65000000.0,211739043.0,146739043.0,"Adventure,Comedy",Todd Phillips
This Means War,Feb,65000000.0,156974557.0,91974557.0,"Action,Comedy,Romance",McG
Focus,Feb,65000000.0,168065700.0,103065700.0,"Comedy,Crime,Drama",Glenn Ficarra
Red Dawn,Nov,65000000.0,48164150.0,-16835850.0,"Action,Sci-Fi,Thriller",Dan Bradley
Everest,Sep,65000000.0,221297061.0,156297061.0,"Action,Adventure,Biography",Baltasar Kormákur
Resident Evil: Retribution,Sep,65000000.0,240647629.0,175647629.0,"Action,Horror,Sci-Fi",Paul W.S. Anderson
The Missing,Nov,65000000.0,38253433.0,-26746567.0,"Action,Crime,Thriller",Jinglei Xu
Elektra,Jan,65000000.0,56824633.0,-8175367.0,"Drama,Thriller",Shyamaprasad
"I, Frankenstein",Jan,65000000.0,74575290.0,9575290.0,"Action,Fantasy,Horror",Stuart Beattie
Sin City: A Dame to Kill For,Aug,65000000.0,40650842.0,-24349158.0,"Crime,Thriller",Robert Rodriguez
Air Strike,Oct,65000000.0,516279.0,-64483721.0,"Action,Adventure,Drama",Xiao Feng
Hop,Apr,63000000.0,188657593.0,125657593.0,"Adventure,Animation,Comedy",Tim Hill
American Assassin,Sep,63000000.0,68310140.0,5310140.0,"Action,Thriller",Michael Cuesta
Gone Girl,Oct,61000000.0,368567189.0,307567189.0,"Drama,Mystery,Thriller",David Fincher
Maze Runner: The Scorch Trials,Sep,61000000.0,310566162.0,249566162.0,"Action,Sci-Fi,Thriller",Wes Ball
2 Guns,Aug,61000000.0,132493015.0,71493015.0,"Action,Comedy,Crime",Baltasar Kormákur
The Lego Movie,Feb,60000000.0,457729388.0,397729388.0,"Action,Adventure,Animation",Phil Lord
Sully,Sep,60000000.0,238524556.0,178524556.0,"Biography,Drama",Clint Eastwood
Red,Oct,60000000.0,196439693.0,136439693.0,Thriller,Danielle Colman
Jack Reacher,Dec,60000000.0,217370736.0,157370736.0,"Action,Crime,Thriller",Christopher McQuarrie
Contagion,Sep,60000000.0,137551594.0,77551594.0,"Action,Drama,Thriller",Steven Soderbergh
Any Given Sunday,Dec,60000000.0,100230832.0,40230832.0,Documentary,Alan Ferrier Graham Jonston
London Has Fallen,Mar,60000000.0,195194085.0,135194085.0,"Action,Thriller",Babak Najafi
Hellboy,Apr,60000000.0,99823958.0,39823958.0,"Action,Adventure,Fantasy",Neil Marshall
Hellboy,Apr,50000000.0,40725492.0,-9274508.0,"Action,Adventure,Fantasy",Neil Marshall
Jack Reacher: Never Go Back,Oct,60000000.0,159946489.0,99946489.0,"Action,Thriller",Edward Zwick
Baywatch,May,60000000.0,175863783.0,115863783.0,"Action,Comedy,Crime",Seth Gordon
Joy,Dec,60000000.0,101134059.0,41134059.0,Drama,Mijke de Jong
ParaNorman,Aug,60000000.0,108119662.0,48119662.0,"Adventure,Animation,Comedy",Sam Fell
The Boxtrolls,Sep,60000000.0,111946251.0,51946251.0,"Adventure,Animation,Comedy",Graham Annable
The Dark Tower,Aug,60000000.0,113461527.0,53461527.0,"Action,Adventure,Fantasy",Nikolaj Arcel
Jack Ryan: Shadow Recruit,Jan,60000000.0,131377412.0,71377412.0,"Action,Drama,Thriller",Kenneth Branagh
Vice,Dec,60000000.0,70883171.0,10883171.0,"Action,Adventure,Sci-Fi",Brian A. Miller
Shooter,Mar,60000000.0,95538560.0,35538560.0,"Action,Crime,Drama",Vishram Sawant
Gangster Squad,Jan,60000000.0,104100903.0,44100903.0,"Action,Crime,Drama",Ruben Fleischer
Smurfs: The Lost Village,Apr,60000000.0,197578586.0,137578586.0,"Adventure,Animation,Comedy",Kelly Asbury
First Man,Oct,60000000.0,105203825.0,45203825.0,"Biography,Drama,History",Damien Chazelle
Edge of Darkness,Jan,60000000.0,82812456.0,22812456.0,"Crime,Drama,Mystery",Martin Campbell
Duplicity,Mar,60000000.0,81079566.0,21079566.0,Thriller,Charles Swain
State of Play,Apr,60000000.0,88832210.0,28832210.0,"Documentary,Drama,Sport",Steven Dhoedt
Trouble with the Curve,Sep,60000000.0,47818913.0,-12181087.0,"Drama,Sport",Robert Lorenz
Almost Famous,Sep,60000000.0,47371191.0,-12628809.0,"Comedy,Drama,Family",Marco Carmel
Cold Pursuit,Feb,60000000.0,62599159.0,2599159.0,"Action,Crime,Drama",Hans Petter Moland
The Mortal Instruments: City of Bones,Aug,60000000.0,75965567.0,15965567.0,"Action,Fantasy,Horror",Harald Zwart
Dragonfly,Feb,60000000.0,30063805.0,-29936195.0,"Crime,Drama,Thriller",Andrew Tiernan
Rock Dog,Feb,60000000.0,24148488.0,-35851512.0,"Adventure,Animation,Comedy",Ash Brannon
Mortdecai,Jan,60000000.0,30396134.0,-29603866.0,"Action,Comedy,Crime",David Koepp
Sherlock Gnomes,Mar,59000000.0,87527651.0,28527651.0,"Adventure,Animation,Comedy",John Stevenson
The Kid Who Would Be King,Jan,59000000.0,28348446.0,-30651554.0,"Action,Adventure,Family",Joe Cornish
Deadpool,Feb,58000000.0,801025593.0,743025593.0,"Action,Adventure,Comedy",Tim Miller
American Sniper,Dec,58000000.0,547326372.0,489326372.0,"Action,Biography,Drama",Clint Eastwood
Goosebumps,Oct,58000000.0,158905324.0,100905324.0,"Adventure,Comedy,Family",Rob Letterman
Sabrina,Dec,58000000.0,87100000.0,29100000.0,"Horror,Thriller",Rocky Soraya
Red Tails,Jan,58000000.0,50365498.0,-7634502.0,"Action,Adventure,Drama",Anthony Hemingway
The Internship,Jun,58000000.0,93672764.0,35672764.0,Comedy,Shawn Levy
Resident Evil: Afterlife,Sep,57500000.0,295874190.0,238374190.0,"Action,Adventure,Horror",Paul W.S. Anderson
That's My Boy,Jun,57500000.0,58085235.0,585235.0,Comedy,Sean Anders
Ghost Rider: Spirit of Vengeance,Feb,57000000.0,149217355.0,92217355.0,"Action,Fantasy,Thriller",Mark Neveldine
Into the Woods,Dec,56200000.0,213116401.0,156916401.0,"Adventure,Comedy,Drama",Rob Marshall
Bohemian Rhapsody,Nov,55000000.0,894985342.0,839985342.0,"Biography,Drama,Music",Bryan Singer
Hitch,Feb,55000000.0,366784257.0,311784257.0,Drama,Sébastien Grall
Fifty Shades Darker,Feb,55000000.0,381398492.0,326398492.0,"Drama,Romance",James Foley
Captain Phillips,Oct,55000000.0,220648184.0,165648184.0,"Biography,Drama,Thriller",Paul Greengrass
Murder on the Orient Express,Nov,55000000.0,345922730.0,290922730.0,"Crime,Drama,Mystery",Kenneth Branagh
The Equalizer,Sep,55000000.0,192903624.0,137903624.0,"Action,Crime,Thriller",Antoine Fuqua
Fifty Shades Freed,Feb,55000000.0,371350619.0,316350619.0,"Drama,Romance,Thriller",James Foley
Date Night,Apr,55000000.0,152269033.0,97269033.0,"Comedy,Crime,Romance",Shawn Levy
Paddington,Jan,55000000.0,258789097.0,203789097.0,"Adventure,Comedy,Family",Paul King
Free Birds,Nov,55000000.0,110387072.0,55387072.0,"Adventure,Animation,Comedy",Jimmy Hayward
Muppets Most Wanted,Mar,55000000.0,79312301.0,24312301.0,"Adventure,Comedy,Crime",James Bobin
Kubo and the Two Strings,Aug,55000000.0,77548122.0,22548122.0,"Action,Adventure,Animation",Travis Knight
The Watch,Jul,55000000.0,67130045.0,12130045.0,"Action,Comedy,Horror",Akiva Schaffer
Annihilation,Feb,55000000.0,43070915.0,-11929085.0,"Adventure,Drama,Horror",Alex Garland
Crimson Peak,Oct,55000000.0,74966854.0,19966854.0,"Drama,Fantasy,Horror",Guillermo del Toro
The Pirates! Band of Misfits,Apr,55000000.0,136143605.0,81143605.0,"Adventure,Animation,Comedy",Peter Lord
Chain Reaction,Aug,55000000.0,60209334.0,5209334.0,Drama,Jakub Paczek
Turbulence,Jan,55000000.0,11532774.0,-43467226.0,Comedy,Michael B. Clifford
Bullet to the Head,Feb,55000000.0,22597969.0,-32402031.0,"Action,Crime,Thriller",Walter Hill
Shaft,Jun,53012938.0,107190108.0,54177170.0,"Action,Comedy,Crime",Tim Story
Shaft,Jun,30000000.0,600000.0,-29400000.0,"Action,Comedy,Crime",Tim Story
Black Mass,Sep,53000000.0,98837872.0,45837872.0,"Biography,Crime,Drama",Scott Cooper
Anastasia,Nov,53000000.0,139801096.0,86801096.0,"Adventure,Family,Fantasy",Blake Harris
Moulin Rouge,May,53000000.0,179200588.0,126200588.0,Documentary,Shigeyuki Tanaka
Beloved,Oct,53000000.0,22852487.0,-30147513.0,Comedy,Guel Arraes
Zero Dark Thirty,Dec,52500000.0,134612435.0,82112435.0,"Drama,Thriller",Kathryn Bigelow
The Change-Up,Aug,52000000.0,75997067.0,23997067.0,"Comedy,Fantasy",David Dobkin
Alpha,Aug,51000000.0,99624873.0,48624873.0,Crime,Joan Cutrina
The Adjustment Bureau,Mar,50200000.0,126931325.0,76731325.0,"Romance,Sci-Fi,Thriller",George Nolfi
22 Jump Street,Jun,50000000.0,331333876.0,281333876.0,"Action,Comedy,Crime",Phil Lord
Central Intelligence,Jun,50000000.0,217194805.0,167194805.0,"Action,Comedy,Crime",Rawson Marshall Thurber
Anchorman 2: The Legend Continues,Dec,50000000.0,172185754.0,122185754.0,Comedy,Adam McKay
Creed II,Nov,50000000.0,213591522.0,163591522.0,"Drama,Sport",Steven Caple Jr.
The Mule,Dec,50000000.0,170857676.0,120857676.0,"Comedy,Drama",Michael Radford
Non-Stop,Feb,50000000.0,222383055.0,172383055.0,"Action,Mystery,Thriller",Jaume Collet-Serra
The Emoji Movie,Jul,50000000.0,216562312.0,166562312.0,"Adventure,Animation,Comedy",Tony Leondis
The Post,Dec,50000000.0,179748880.0,129748880.0,"Biography,Drama,History",Steven Spielberg
Payback,Feb,50000000.0,161626121.0,111626121.0,Documentary,Jennifer Baichwal
We Bought a Zoo,Dec,50000000.0,118729073.0,68729073.0,"Comedy,Drama,Family",Cameron Crowe
Moneyball,Sep,50000000.0,111300835.0,61300835.0,"Biography,Drama,Sport",Bennett Miller
American Reunion,Apr,50000000.0,236799211.0,186799211.0,Comedy,Jon Hurwitz
Hansel & Gretel: Witch Hunters,Jan,50000000.0,214949716.0,164949716.0,"Action,Fantasy,Horror",Tommy Wirkola
American Made,Sep,50000000.0,135569212.0,85569212.0,"Action,Biography,Comedy",Doug Liman
The Game,Sep,50000000.0,80369970.0,30369970.0,Horror,Rogger Vergara Adrianzén
Into the Storm,Aug,50000000.0,150429371.0,100429371.0,Documentary,Carol Fauls
The Judge,Oct,50000000.0,76119388.0,26119388.0,"Crime,Drama",David Dobkin
War Dogs,Aug,50000000.0,86234503.0,36234503.0,"Comedy,Crime,Drama",Todd Phillips
The Peacemaker,Sep,50000000.0,62967368.0,12967368.0,Documentary,James Demo
Out of Time,Oct,50000000.0,55489826.0,5489826.0,"Drama,Mystery,Thriller",David Matthew Weese
The Nice Guys,May,50000000.0,59596747.0,9596747.0,"Action,Comedy,Crime",Shane Black
Marmaduke,Jun,50000000.0,89895930.0,39895930.0,"Comedy,Family",Tom Dey
Hereafter,Oct,50000000.0,108660270.0,58660270.0,"Drama,Fantasy,Romance",Clint Eastwood
Assassins,Oct,50000000.0,83306268.0,33306268.0,"Action,Drama,Thriller",Michael Bonomo
Zoolander 2,Feb,50000000.0,55348693.0,5348693.0,Comedy,Ben Stiller
The Host,Mar,50000000.0,64477051.0,14477051.0,"Action,Adventure,Drama",Andrew Niccol
Run All Night,Mar,50000000.0,66961644.0,16961644.0,"Action,Drama,Thriller",Jaume Collet-Serra
Your Highness,Apr,50000000.0,26121638.0,-23878362.0,"Adventure,Comedy,Fantasy",David Gordon Green
Snowden,Sep,50000000.0,35380918.0,-14619082.0,"Biography,Drama,Thriller",Oliver Stone
Dream House,Sep,50000000.0,41642166.0,-8357834.0,"Comedy,Drama,Romance",Jeff Bemiss
Free State of Jones,Jun,50000000.0,23237252.0,-26762748.0,"Action,Biography,Drama",Gary Ross
Gamer,Sep,50000000.0,42002029.0,-7997971.0,Drama,Oleg Sentsov
Beautiful Creatures,Feb,50000000.0,60282876.0,10282876.0,"Drama,Fantasy,Romance",Richard LaGravenese
Fair Game,Nov,50000000.0,26097497.0,-23902503.0,"Biography,Drama,Thriller",Doug Liman
Drive Angry,Feb,50000000.0,41042583.0,-8957417.0,"Action,Fantasy,Thriller",Patrick Lussier
The Scarlet Letter,Oct,50000000.0,10359006.0,-39640994.0,"Drama,History",Elizabeth Berry
Domino,Oct,50000000.0,23574057.0,-26425943.0,"Crime,Thriller",Brian De Palma
Jade,Oct,50000000.0,9812870.0,-40187130.0,"Crime,Drama",Jess Carson
Child 44,Apr,50000000.0,8004221.0,-41995779.0,"Crime,Drama,History",Daniel Espinosa
Upside Down,Mar,50000000.0,26387039.0,-23612961.0,"Drama,Fantasy,Romance",Juan Solanas
Shanghai,Oct,50000000.0,15505922.0,-34494078.0,"Crime,Drama,Mystery",Mikael Håfström
Chappie,Mar,49000000.0,105002056.0,56002056.0,"Action,Crime,Drama",Neill Blomkamp
Anna Karenina,Nov,49000000.0,71004627.0,22004627.0,"Drama,Romance",Joe Wright
Traffic,Dec,48000000.0,208300000.0,160300000.0,"Action,Adventure,Mystery",Rajesh Pillai
Panic Room,Mar,48000000.0,196308367.0,148308367.0,"Action,Drama,Mystery",G.M. Whiting
Taken 3,Jan,48000000.0,327656424.0,279656424.0,"Action,Thriller",Olivier Megaton
Instant Family,Nov,48000000.0,119736188.0,71736188.0,"Comedy,Drama",Sean Anders
Three Kings,Oct,48000000.0,107752036.0,59752036.0,"Biography,Documentary,Sport",D. Tattersall
Tooth Fairy,Jan,48000000.0,112610386.0,64610386.0,"Comedy,Family,Fantasy",Michael Lembeck
Out of Sight,Jun,48000000.0,77562568.0,29562568.0,Sport,Neil Hart
Rambo,Jan,47500000.0,112214531.0,64714531.0,"Comedy,Drama,Thriller",Tarun Sudhir
The Infiltrator,Jul,47500000.0,20718104.0,-26781896.0,"Biography,Crime,Drama",Brad Furman
Arrival,Nov,47000000.0,203127894.0,156127894.0,"Drama,Mystery,Sci-Fi",Denis Villeneuve
Earth,Apr,47000000.0,116773317.0,69773317.0,Sci-Fi,Richard Reade
Jonah Hex,Jun,47000000.0,11022696.0,-35977304.0,"Action,Drama,Fantasy",Jimmy Hayward
Silence,Dec,46500000.0,23726626.0,-22773374.0,"Adventure,Drama,History",Martin Scorsese
My Best Friend's Wedding,Jun,46000000.0,298923419.0,252923419.0,"Comedy,Romance",Feihong Chen
Insomnia,May,46000000.0,113622499.0,67622499.0,Drama,Milena Partheniou
Prisoners,Sep,46000000.0,113402302.0,67402302.0,"Crime,Drama,Mystery",Denis Villeneuve
Taken 2,Oct,45000000.0,377807404.0,332807404.0,"Action,Thriller",Olivier Megaton
Pitch Perfect 3,Dec,45000000.0,185736412.0,140736412.0,"Comedy,Music",Trish Sie
The Bucket List,Dec,45000000.0,174807445.0,129807445.0,"Adventure,Comedy",Riley Rutter
The Client,Jul,45000000.0,117615211.0,72615211.0,"Drama,Thriller",Young-Sung Sohn
The Muppets,Nov,45000000.0,160971922.0,115971922.0,"Adventure,Comedy,Family",James Bobin
The Girl on the Train,Oct,45000000.0,174278214.0,129278214.0,Thriller,Larry Brand
The Bounty Hunter,Mar,45000000.0,135808837.0,90808837.0,"Action,Comedy,Romance",Andy Tennant
Office Christmas Party,Dec,45000000.0,91323299.0,46323299.0,Comedy,Josh Gordon
Savages,Jul,45000000.0,82513490.0,37513490.0,"Crime,Drama,Thriller",Oliver Stone
Blended,May,45000000.0,127990741.0,82990741.0,"Comedy,Romance",Frank Coraci
All Eyez on Me,Jun,45000000.0,54876855.0,9876855.0,"Biography,Drama,Music",Benny Boom
Dune,Dec,45000000.0,27447471.0,-17552529.0,"Adventure,Drama,Sci-Fi",Denis Villeneuve
Frankenstein,Nov,45000000.0,112006296.0,67006296.0,Drama,Danny Boyle
UglyDolls,May,45000000.0,24644664.0,-20355336.0,"Adventure,Animation,Comedy",Kelly Asbury
The Pledge,Jan,45000000.0,29406132.0,-15593868.0,"Drama,Family",J.W. Myers
Rebound,Jul,45000000.0,17492014.0,-27507986.0,"Horror,Mystery,Thriller",Megan Freels Johnston
The Ghost Writer,Feb,45000000.0,65532491.0,20532491.0,"Drama,Mystery,Thriller",Roman Polanski
Dredd,Sep,45000000.0,41467606.0,-3532394.0,"Action,Crime,Sci-Fi",Pete Travis
The Rum Diary,Oct,45000000.0,21544732.0,-23455268.0,"Comedy,Drama",Bruce Robinson
Welcome to Marwen,Dec,45000000.0,12874922.0,-32125078.0,"Biography,Comedy,Drama",Robert Zemeckis
Johnny English Reborn,Oct,45000000.0,164640401.0,119640401.0,"Action,Adventure,Comedy",Oliver Parker
Pinocchio,Dec,45000000.0,31681811.0,-13318189.0,"Animation,Fantasy,Musical",Mark Gustafson
Pinocchio,Feb,2289247.0,84300000.0,82010753.0,"Animation,Fantasy,Musical",Mark Gustafson
