movie_title,release_month,production_budget,worldwide_gross,ROI,genres,director_name
Foodfight!,Dec,45000000.0,73706.0,-44926294.0,"Action,Animation,Comedy",Lawrence Kasanoff
Charlie St. Cloud,Jul,44000000.0,48478084.0,4478084.0,"Drama,Fantasy,Romance",Burr Steers
The Juror,Feb,44000000.0,22730924.0,-21269076.0,Drama,Seung-wan Hong
Heaven's Gate,Nov,44000000.0,3484523.0,-40515477.0,Documentary,Nic Good
The Heat,Jun,43000000.0,229727774.0,186727774.0,"Action,Comedy,Crime",Paul Feig
A Monster Calls,Jan,43000000.0,46414530.0,3414530.0,"Animation,Drama,Fantasy",J.A. Bayona
The Mechanic,Jan,42500000.0,76347393.0,33847393.0,"Action,Crime,Thriller",Simon West
21 Jump Street,Mar,42000000.0,202812429.0,160812429.0,"Action,Comedy,Crime",Phil Lord
Boomerang,Jul,42000000.0,131052444.0,89052444.0,"Drama,Romance",François Favrat
Snatched,May,42000000.0,57852177.0,15852177.0,Drama,Kevin Crouch
Here Comes the Boom,Oct,42000000.0,73239258.0,31239258.0,"Action,Comedy,Sport",Frank Coraci
Red Riding Hood,Mar,42000000.0,91678442.0,49678442.0,"Fantasy,Horror,Mystery",Catherine Hardwicke
Holmes & Watson,Dec,42000000.0,41926605.0,-73395.0,"Adventure,Comedy,Crime",Etan Cohen
One for the Money,Jan,42000000.0,36197221.0,-5802779.0,"Action,Comedy,Crime",Julie Anne Robinson
Hero,Oct,42000000.0,66787173.0,24787173.0,Action,Anand Annamalai
Man on a Ledge,Jan,42000000.0,49621440.0,7621440.0,"Action,Adventure,Crime",Asger Leth
The Warrior's Way,Dec,42000000.0,8514325.0,-33485675.0,"Action,Fantasy,Western",Sngmoo Lee
Rocketman,May,41000000.0,108642725.0,67642725.0,"Biography,Drama,Music",Dexter Fletcher
The Big Year,Oct,41000000.0,7684524.0,-33315476.0,Comedy,David Frankel
The Karate Kid,Jun,40000000.0,351774938.0,311774938.0,"Action,Drama,Family",Harald Zwart
The Karate Kid,Jun,8000000.0,90815558.0,82815558.0,"Action,Drama,Family",Harald Zwart
Fifty Shades of Grey,Feb,40000000.0,570998101.0,530998101.0,"Drama,Romance,Thriller",Sam Taylor-Johnson
The Proposal,Jun,40000000.0,314709717.0,274709717.0,Documentary,Jill Magid
American Hustle,Dec,40000000.0,257878294.0,217878294.0,"Crime,Drama",David O. Russell
Lucy,Jul,40000000.0,457507776.0,417507776.0,"Action,Sci-Fi,Thriller",Luc Besson
The Social Network,Oct,40000000.0,224922135.0,184922135.0,"Biography,Drama",David Fincher
Ride Along 2,Jan,40000000.0,124827316.0,84827316.0,"Action,Comedy,Crime",Tim Story
Get Hard,Mar,40000000.0,106511453.0,66511453.0,"Comedy,Crime",Etan Cohen
The Accountant,Oct,40000000.0,152962083.0,112962083.0,"Action,Crime,Drama",Gavin O'Connor
Dumb and Dumber To,Nov,40000000.0,156553592.0,116553592.0,"Adventure,Comedy",Bobby Farrelly
The Other Woman,Apr,40000000.0,195111193.0,155111193.0,"Comedy,Romance",Nick Cassavetes
Ray,Oct,40000000.0,124823094.0,84823094.0,Crime,Riingo Banerjee
Bridge of Spies,Oct,40000000.0,162498338.0,122498338.0,"Drama,History,Thriller",Steven Spielberg
Hacksaw Ridge,Nov,40000000.0,168904682.0,128904682.0,"Biography,Drama,History",Mel Gibson
Unknown,Feb,40000000.0,136123083.0,96123083.0,"Action,Mystery,Thriller",Jaume Collet-Serra
Unknown,Nov,3700000.0,3355048.0,-344952.0,"Action,Mystery,Thriller",Jaume Collet-Serra
Get Him to the Greek,Jun,40000000.0,91455875.0,51455875.0,"Adventure,Comedy,Music",Nicholas Stoller
The Lincoln Lawyer,Mar,40000000.0,87145086.0,47145086.0,"Crime,Drama,Thriller",Brad Furman
Invincible,Aug,40000000.0,58501127.0,18501127.0,Action,Daniel Zirilli
Horrible Bosses 2,Nov,40000000.0,105945357.0,65945357.0,"Comedy,Crime",Sean Anders
Predators,Jul,40000000.0,127234389.0,87234389.0,"Action,Adventure,Sci-Fi",Nimród Antal
The Odd Life of Timothy Green,Aug,40000000.0,55249159.0,15249159.0,"Comedy,Drama,Family",Peter Hedges
Jersey Boys,Jun,40000000.0,65282732.0,25282732.0,"Biography,Drama,Music",Clint Eastwood
Final Destination 5,Aug,40000000.0,155011165.0,115011165.0,Horror,Steven Quale
Widows,Nov,40000000.0,73866088.0,33866088.0,"Comedy,Drama",Marcos Carnevale
Sex Tape,Jul,40000000.0,126069509.0,86069509.0,"Comedy,Romance",Jake Kasdan
Scream 4,Apr,40000000.0,95989590.0,55989590.0,"Horror,Mystery",Wes Craven
Paul,Mar,40000000.0,101162106.0,61162106.0,"Adventure,Comedy,Sci-Fi",Greg Mottola
The Guilt Trip,Dec,40000000.0,41294674.0,1294674.0,"Comedy,Drama",Anne Fletcher
Colombiana,Aug,40000000.0,72295262.0,32295262.0,"Action,Drama,Thriller",Olivier Megaton
The Commuter,Jan,40000000.0,101985431.0,61985431.0,"Action,Mystery,Thriller",Jaume Collet-Serra
Arthur,Apr,40000000.0,47787943.0,7787943.0,"Comedy,Romance",Jason Winer
The Shadow,Jul,40000000.0,31835600.0,-8164400.0,Documentary,Line Hatland
Morning Glory,Nov,40000000.0,59795070.0,19795070.0,"Comedy,Drama,Romance",Roger Michell
Long Shot,May,40000000.0,43711031.0,3711031.0,"Comedy,Romance",Jonathan Levine
The Art of War,Aug,40000000.0,30199105.0,-9800895.0,War,Adam Starks
Grudge Match,Dec,40000000.0,69807260.0,29807260.0,"Comedy,Drama,Sport",Peter Segal
Resident Evil: The Final Chapter,Jan,40000000.0,314101190.0,274101190.0,"Action,Horror,Sci-Fi",Paul W.S. Anderson
The House,Jun,40000000.0,31192425.0,-8807575.0,"Drama,Mystery,Thriller",Desiree Lim
The Reaping,Apr,40000000.0,62226214.0,22226214.0,"Comedy,Horror,Thriller",Roberto Santiago
Season of the Witch,Jan,40000000.0,91126600.0,51126600.0,"Action,Adventure,Fantasy",Dominic Sena
Renaissance Man,Jun,40000000.0,24172899.0,-15827101.0,Documentary,Evan Crowe
Mechanic: Resurrection,Aug,40000000.0,109738840.0,69738840.0,"Action,Adventure,Thriller",Dennis Gansel
Big Miracle,Feb,40000000.0,25268680.0,-14731320.0,"Biography,Drama,Family",Ken Kwapis
The Impossible,Dec,40000000.0,169590606.0,129590606.0,"Drama,History,Thriller",J.A. Bayona
Kiss of Death,Apr,40000000.0,14942422.0,-25057578.0,"Comedy,Drama",Musing Derick Tenn
The Gunman,Mar,40000000.0,18594227.0,-21405773.0,"Action,Crime,Drama",Pierre Morel
Paranoia,Aug,40000000.0,16340767.0,-23659233.0,"Drama,Thriller",Robert Luketic
Baahubali: The Beginning,Jul,40000000.0,26736665.0,-13263335.0,"Action,Drama",S.S. Rajamouli
The Hurricane Heist,Mar,40000000.0,30963684.0,-9036316.0,"Action,Adventure,Crime",Rob Cohen
Victor Frankenstein,Nov,40000000.0,31124367.0,-8875633.0,"Drama,Horror,Sci-Fi",Paul McGuigan
Snowpiercer,Jun,40000000.0,88069880.0,48069880.0,"Action,Drama,Sci-Fi",Joon-ho Bong
Sunshine,Jul,40000000.0,32030610.0,-7969390.0,Drama,Adrienne Nelson
Pirates,Jul,40000000.0,6341825.0,-33658175.0,"Action,Adventure,Comedy",Seok-hoon Lee
The Last Shot,Sep,40000000.0,463730.0,-39536270.0,Action,Emilio Rodriguez
Kursk,Jun,40000000.0,4212799.0,-35787201.0,Drama,Amanda Boyle
USS Indianapolis: Men of Courage,Nov,40000000.0,1663785.0,-38336215.0,"Action,Drama,History",Mario Van Peebles
Frankenweenie,Oct,39000000.0,81150788.0,42150788.0,"Animation,Comedy,Family",Tim Burton
Serenity,Sep,39000000.0,40319440.0,1319440.0,"Biography,Documentary,Drama",Lapo Melzi
Serenity,Jan,25000000.0,11367029.0,-13632971.0,"Biography,Documentary,Drama",Lapo Melzi
Captain Underpants: The First Epic Movie,Jun,38000000.0,126577874.0,88577874.0,"Action,Animation,Comedy",David Soren
Paul Blart: Mall Cop 2,Apr,38000000.0,107650646.0,69650646.0,"Action,Comedy,Crime",Andy Fickman
Why Him?,Dec,38000000.0,117425156.0,79425156.0,Comedy,John Hamburg
Water for Elephants,Apr,38000000.0,116809717.0,78809717.0,"Drama,Romance",Francis Lawrence
Life as We Know It,Oct,38000000.0,105887837.0,67887837.0,"Comedy,Drama,Romance",Greg Berlanti
Riddick,Sep,38000000.0,94763758.0,56763758.0,"Action,Adventure,Sci-Fi",David Twohy
Enough,May,38000000.0,50970660.0,12970660.0,"Drama,History",Ockert Potgieter
The 5th Wave,Jan,38000000.0,111336398.0,73336398.0,"Action,Adventure,Drama",J Blakeson
Rush,Sep,38000000.0,98230839.0,60230839.0,"Action,Biography,Drama",Ron Howard
Only the Brave,Oct,38000000.0,24555177.0,-13444823.0,"Action,Biography,Drama",Joseph Kosinski
The Thing,Oct,38000000.0,27573078.0,-10426922.0,"Horror,Mystery,Sci-Fi",Matthijs van Heijningen Jr.
Rock Star,Sep,38000000.0,19317765.0,-18682235.0,"Action,Drama,Romance",Kumar Saroj
The Sisters Brothers,Sep,38000000.0,13143056.0,-24856944.0,"Adventure,Comedy,Crime",Jacques Audiard
The Upside,Jan,37500000.0,119024536.0,81524536.0,"Comedy,Drama",Neil Burger
What to Expect When You're Expecting,May,37500000.0,88473016.0,50973016.0,"Comedy,Drama,Romance",Kirk Jones
The Master,Sep,37500000.0,50647416.0,13147416.0,Drama,Paul Thomas Anderson
Twilight,Nov,37000000.0,402280159.0,365280159.0,Documentary,Reza Golchin
Twilight,Mar,20000000.0,15055091.0,-4944909.0,Documentary,Reza Golchin
We're the Millers,Aug,37000000.0,267816276.0,230816276.0,"Comedy,Crime",Rawson Marshall Thurber
Dolphin Tale,Sep,37000000.0,96068724.0,59068724.0,"Drama,Family",Charles Martin Smith
Game Night,Feb,37000000.0,117378084.0,80378084.0,"Action,Comedy,Crime",John Francis Daley
The Rite,Jan,37000000.0,97143987.0,60143987.0,"Drama,Horror,Mystery",Mikael Håfström
Magnolia,Dec,37000000.0,48446802.0,11446802.0,"Drama,Family,Romance",Mehdi Mazloumi
Aloha,May,37000000.0,25387091.0,-11612909.0,"Comedy,Drama,Romance",Cameron Crowe
A Star is Born,Oct,36000000.0,433449571.0,397449571.0,"Documentary,Music",Vanja Kovacevic
Hot Tub Time Machine,Mar,36000000.0,65967750.0,29967750.0,"Comedy,Sci-Fi",Steve Pink
Breakdown,May,36000000.0,50159144.0,14159144.0,"Drama,Thriller",Jonnie Malachi
Dolphin Tale 2,Sep,36000000.0,57824533.0,21824533.0,"Drama,Family",Charles Martin Smith
Collateral Beauty,Dec,36000000.0,85309093.0,49309093.0,"Drama,Romance",David Frankel
There Be Dragons,May,36000000.0,4020990.0,-31979010.0,"Biography,Drama,War",Roland Joffé
Queen of the Desert,Apr,36000000.0,1578543.0,-34421457.0,"Adventure,Biography,Drama",Werner Herzog
Head of State,Mar,35200000.0,38283765.0,3083765.0,Comedy,Hrant Yeritskinyan
It,Sep,35000000.0,697457969.0,662457969.0,"Horror,Thriller",Andy Muschietti
True Grit,Dec,35000000.0,252276928.0,217276928.0,"Adventure,Drama,Western",Ethan Coen
Rush Hour,Sep,35000000.0,245300000.0,210300000.0,Documentary,Luciana Kaplan
Identity Thief,Feb,35000000.0,175361578.0,140361578.0,"Adventure,Comedy,Crime",Seth Gordon
Horrible Bosses,Jul,35000000.0,212417601.0,177417601.0,"Comedy,Crime",Seth Gordon
Trainwreck,Jul,35000000.0,141123897.0,106123897.0,"Comedy,Drama,Romance",Judd Apatow
Saving Mr. Banks,Dec,35000000.0,114962525.0,79962525.0,"Biography,Comedy,Drama",John Lee Hancock
21,Mar,35000000.0,159846429.0,124846429.0,Horror,Jaishankar Chigurula
Sky High,Jul,35000000.0,83109359.0,48109359.0,"Adventure,Documentary,Drama",Macaela Vandermost
A Nightmare on Elm Street,Apr,35000000.0,117729621.0,82729621.0,"Crime,Drama,Horror",Samuel Bayer
A Nightmare on Elm Street,Nov,1800000.0,25504513.0,23704513.0,"Crime,Drama,Horror",Samuel Bayer
Secretariat,Oct,35000000.0,60376247.0,25376247.0,"Biography,Drama,Family",Randall Wallace
Neighbors 2: Sorority Rising,May,35000000.0,108757621.0,73757621.0,Comedy,Nicholas Stoller
Radio,Oct,35000000.0,53293628.0,18293628.0,Thriller,Umer Mohammed
Sicario: Day of the Soldado,Jun,35000000.0,75885196.0,40885196.0,"Action,Crime,Drama",Stefano Sollima
Poltergeist,May,35000000.0,95713069.0,60713069.0,"Horror,Thriller",Gil Kenan
Poltergeist,Jun,10700000.0,121706019.0,111006019.0,"Horror,Thriller",Gil Kenan
Goosebumps 2: Haunted Halloween,Oct,35000000.0,93291478.0,58291478.0,"Adventure,Comedy,Family",Ari Sandel
12 Strong,Jan,35000000.0,71118378.0,36118378.0,"Action,Drama,History",Nicolai Fuglsig
Something Borrowed,May,35000000.0,65084116.0,30084116.0,"Comedy,Drama,Romance",Luke Greenfield
In Time,Oct,35000000.0,165103952.0,130103952.0,"Action,Crime,Drama",Andrew Niccol
The Back-up Plan,Apr,35000000.0,75281179.0,40281179.0,"Comedy,Romance",Alan Poul
J. Edgar,Nov,35000000.0,84606030.0,49606030.0,"Biography,Crime,Drama",Clint Eastwood
Hot Pursuit,May,35000000.0,45671512.0,10671512.0,"Action,Comedy,Crime",Anne Fletcher
Concussion,Dec,35000000.0,50363790.0,15363790.0,Drama,Stacie Passon
The Foreigner,Oct,35000000.0,140783360.0,105783360.0,"Action,Thriller",Martin Campbell
Closer,Dec,35000000.0,116177695.0,81177695.0,Drama,Mostafa Ahmadi
Adrift,Jun,35000000.0,57897191.0,22897191.0,Drama,Barbara Sundstrom
Mirrors,Aug,35000000.0,77220596.0,42220596.0,Documentary,Yael Arava Shuldman
Underworld: Blood Wars,Jan,35000000.0,81209222.0,46209222.0,"Action,Adventure,Fantasy",Anna Foerster
Abduction,Sep,35000000.0,86648359.0,51648359.0,"Action,Mystery,Thriller",John Singleton
Alex Cross,Oct,35000000.0,35426759.0,426759.0,"Action,Crime,Mystery",Rob Cohen
Heist,Nov,35000000.0,28906817.0,-6093183.0,"Action,Crime,Thriller",Scott Mann
Heist,Nov,8900000.0,3324131.0,-5575869.0,"Action,Crime,Thriller",Scott Mann
Whiskey Tango Foxtrot,Mar,35000000.0,25350747.0,-9649253.0,"Biography,Comedy,Drama",Glenn Ficarra
Hitman: Agent 47,Aug,35000000.0,82182803.0,47182803.0,"Action,Adventure,Crime",Aleksander Bach
Premium Rush,Aug,35000000.0,31393201.0,-3606799.0,"Action,Crime,Thriller",David Koepp
Broken City,Jan,35000000.0,34480045.0,-519955.0,"Crime,Drama,Thriller",Allen Hughes
Wonder Boys,Feb,35000000.0,33422485.0,-1577515.0,"Crime,Thriller",Sreekanth S. Nair
Cursed,Feb,35000000.0,25114901.0,-9885099.0,"Drama,War",Konrad Lecki
Furry Vengeance,Apr,35000000.0,39340177.0,4340177.0,"Comedy,Family",Roger Kumble
Parker,Jan,35000000.0,48543388.0,13543388.0,"Action,Crime,Thriller",Taylor Hackford
Bait,Sep,35000000.0,15471969.0,-19528031.0,"Action,Adventure,Drama",Kimble Rendall
The Tree of Life,May,35000000.0,61721826.0,26721826.0,"Drama,Fantasy",Terrence Malick
Zoom,Aug,35000000.0,12506188.0,-22493812.0,"Animation,Comedy,Drama",Pedro Morelli
Sabotage,Mar,35000000.0,18376443.0,-16623557.0,"Action,Crime,Drama",David Ayer
Unfinished Business,Mar,35000000.0,13214051.0,-21785949.0,"Drama,Family",Werner Kriegelstein
Mandela: Long Walk to Freedom,Nov,35000000.0,29890402.0,-5109598.0,"Biography,Drama,History",Justin Chadwick
The Brothers Grimsby,Mar,35000000.0,28720470.0,-6279530.0,"Action,Adventure,Comedy",Louis Leterrier
The Snowman,Oct,35000000.0,43226146.0,8226146.0,"Crime,Drama,Mystery",Tomas Alfredson
Biutiful,Jan,35000000.0,24687524.0,-10312476.0,"Drama,Romance",Alejandro G. Iñárritu
A Hologram for the King,Apr,35000000.0,11846010.0,-23153990.0,"Comedy,Drama,Romance",Tom Tykwer
Playing for Keeps,Oct,35000000.0,2000000.0,-33000000.0,"Comedy,Romance,Sport",Gabriele Muccino
Stolen,Sep,35000000.0,17967746.0,-17032254.0,"Action,Crime,Thriller",Simon West
Trespass,Oct,35000000.0,786532.0,-34213468.0,"Crime,Drama,Thriller",Joel Schumacher
The Lovers,Mar,35000000.0,53899.0,-34946101.0,"Action,Adventure,Romance",Roland Joffé
The Darkest Hour,Dec,34800000.0,62831715.0,28031715.0,"Action,Adventure,Horror",Chris Gorak
Baby Driver,Jun,34000000.0,228104185.0,194104185.0,"Action,Crime,Drama",Edgar Wright
The Maze Runner,Sep,34000000.0,348319861.0,314319861.0,"Action,Mystery,Sci-Fi",Wes Ball
The Longest Ride,Apr,34000000.0,63802928.0,29802928.0,"Drama,Romance",George Tillman Jr.
The Age of Innocence,Sep,34000000.0,32014993.0,-1985007.0,Drama,Qi Song
The Darkest Minds,Aug,34000000.0,38361428.0,4361428.0,"Action,Adventure,Drama",Jennifer Yuh Nelson
Thunder and the House of Magic,Sep,34000000.0,62582520.0,28582520.0,"Adventure,Animation,Comedy",Jeremy Degruson
Exit Wounds,Mar,33000000.0,79958599.0,46958599.0,"Documentary,Drama,War",Pattie Collins
Mike and Dave Need Wedding Dates,Jul,33000000.0,75898100.0,42898100.0,"Adventure,Comedy,Romance",Jake Szymanski
Step Up Revolution,Jul,33000000.0,165552290.0,132552290.0,"Drama,Music,Romance",Scott Speer
The Watcher,Sep,33000000.0,47267829.0,14267829.0,Drama,Nate Bernard
Safe,Apr,33000000.0,41495213.0,8495213.0,"Action,Crime,Thriller",Boaz Yakin
Doomsday,Mar,33000000.0,21621188.0,-11378812.0,"Action,Sci-Fi",Neil Johnson
The Young and Prodigious T.S. Spivet,Jul,33000000.0,357687.0,-32642313.0,"Action,Adventure,Comedy",Jean-Pierre Jeunet
Freaks of Nature,Oct,33000000.0,70958.0,-32929042.0,"Comedy,Horror,Sci-Fi",Robbie Pickering
Bridesmaids,May,32500000.0,289632023.0,257132023.0,"Comedy,Romance",Paul Feig
The Big Wedding,Apr,32500000.0,48425971.0,15925971.0,"Comedy,Drama,Romance",Justin Zackham
Wanderlust,Feb,32500000.0,24159934.0,-8340066.0,Fantasy,Graeme Higginson
Phenomenon,Jul,32000000.0,152036382.0,120036382.0,Drama,Ali Ahmadzade
Takers,Aug,32000000.0,70587268.0,38587268.0,"Action,Crime,Thriller",John Luessenhop
Source Code,Apr,32000000.0,140428499.0,108428499.0,"Action,Drama,Sci-Fi",Duncan Jones
I Feel Pretty,Apr,32000000.0,91553797.0,59553797.0,"Comedy,Romance",Abby Kohn
"Big Mommas: Like Father, Like Son",Feb,32000000.0,82332450.0,50332450.0,"Action,Comedy,Crime",John Whitesell
Alive,Jan,32000000.0,36299670.0,4299670.0,Drama,Jung-bum Park
The Incredible Burt Wonderstone,Mar,32000000.0,27392609.0,-4607391.0,"Adventure,Comedy,Fantasy",Don Scardino
Going the Distance,Sep,32000000.0,43603990.0,11603990.0,"Comedy,Romance",Nanette Burstein
Repo Men,Mar,32000000.0,18195238.0,-13804762.0,"Action,Crime,Sci-Fi",Miguel Sapochnik
Criminal,Apr,31500000.0,38771262.0,7271262.0,"Action,Crime,Drama",Dilip Panda
42,Apr,31000000.0,97470701.0,66470701.0,"Biography,Drama,Sport",Brian Helgeland
Flight,Nov,31000000.0,160558438.0,129558438.0,"Drama,Thriller",Robert Zemeckis
The Grand Budapest Hotel,Mar,31000000.0,163981261.0,132981261.0,"Adventure,Comedy,Crime",Wes Anderson
Vacation,Jul,31000000.0,102306500.0,71306500.0,"Adventure,Comedy",John Francis Daley
Frequency,Apr,31000000.0,68079671.0,37079671.0,"Sci-Fi,Thriller",Jeff Prince
Extraordinary Measures,Jan,31000000.0,15826984.0,-15173016.0,Drama,Tom Vaughan
Birth of the Dragon,Aug,31000000.0,7220490.0,-23779510.0,"Action,Biography,Drama",George Nolfi
Crazy Rich Asians,Aug,30000000.0,238099711.0,208099711.0,"Comedy,Romance",Jon M. Chu
Chicago,Dec,30000000.0,306770545.0,276770545.0,Documentary,Sarah Morris
Big Daddy,Jun,30000000.0,228641283.0,198641283.0,Drama,Imran Sheikh
The Vow,Feb,30000000.0,197618160.0,167618160.0,"Drama,Romance",Michael Sucsy
Speed,Jun,30000000.0,283200000.0,253200000.0,Drama,Sang-woo Lee
Lee Daniels' The Butler,Aug,30000000.0,177025498.0,147025498.0,"Biography,Drama",Lee Daniels
The Addams Family,Nov,30000000.0,191502246.0,161502246.0,"Animation,Comedy,Family",Greg Tiernan
Sisters,Dec,30000000.0,106030660.0,76030660.0,Comedy,Jason Moore
The Notebook,Jun,30000000.0,116025023.0,86025023.0,"Drama,War",János Szász
Looper,Sep,30000000.0,170466405.0,140466405.0,"Action,Crime,Drama",Rian Johnson
Warm Bodies,Feb,30000000.0,115121608.0,85121608.0,"Comedy,Horror,Romance",Jonathan Levine
The Nut Job,Jan,30000000.0,122529966.0,92529966.0,"Adventure,Animation,Comedy",Peter Lepeniotis
Down to Earth,Feb,30000000.0,71172251.0,41172251.0,"Adventure,Documentary",Rolf Winters
Hope Springs,Aug,30000000.0,133085295.0,103085295.0,"Comedy,Drama,Romance",David Frankel
Bride Wars,Jan,30000000.0,115150424.0,85150424.0,Comedy,Tony Chan
Midnight in Paris,May,30000000.0,162502774.0,132502774.0,"Comedy,Documentary,Drama",Roni Moore
Darkest Hour,Nov,30000000.0,150807172.0,120807172.0,"Biography,Drama,History",Joe Wright
Life of the Party,May,30000000.0,65759911.0,35759911.0,"Comedy,Drama",Michael Budd
Letters to Juliet,May,30000000.0,82148538.0,52148538.0,"Adventure,Comedy,Drama",Gary Winick
Message in a Bottle,Feb,30000000.0,52880016.0,22880016.0,Adventure,Rhonda Parker
Southpaw,Jul,30000000.0,94156456.0,64156456.0,"Drama,Sport",Antoine Fuqua
Atomic Blonde,Jul,30000000.0,98345423.0,68345423.0,"Action,Mystery,Thriller",David Leitch
Sicario,Sep,30000000.0,84393749.0,54393749.0,"Action,Crime,Drama",Denis Villeneuve
Den of Thieves,Jan,30000000.0,80131391.0,50131391.0,"Action,Crime,Drama",Christian Gudegast
The Three Stooges,Apr,30000000.0,54052249.0,24052249.0,"Comedy,Family",Bobby Farrelly
John Wick,Oct,30000000.0,76235001.0,46235001.0,"Action,Crime,Thriller",David Leitch
The Age of Adaline,Apr,30000000.0,68984536.0,38984536.0,"Drama,Fantasy,Romance",Lee Toland Krieger
Step Up 3D,Aug,30000000.0,165889117.0,135889117.0,"Drama,Music,Romance",Jon M. Chu
Hanna,Apr,30000000.0,65343694.0,35343694.0,"Action,Drama,Thriller",Joe Wright
Midnight Run,Jul,30000000.0,81613606.0,51613606.0,Mystery,Kana Yamada
The 15:17 to Paris,Feb,30000000.0,56096200.0,26096200.0,"Biography,Drama,Thriller",Clint Eastwood
Carrie,Oct,30000000.0,82409520.0,52409520.0,"Drama,Horror",Kimberly Peirce
Carrie,Nov,1800000.0,25878153.0,24078153.0,"Drama,Horror",Kimberly Peirce
Entourage,Jun,30000000.0,46438538.0,16438538.0,Comedy,Doug Ellin
Side Effects,Feb,30000000.0,66742138.0,36742138.0,"Crime,Drama,Mystery",Steven Soderbergh
Side Effects,Sep,200000.0,44701.0,-155299.0,"Crime,Drama,Mystery",Steven Soderbergh
9,Sep,30000000.0,48559999.0,18559999.0,Comedy,Erik Canuel
Deliver Us from Evil,Jul,30000000.0,87956618.0,57956618.0,"Horror,Mystery,Thriller",Scott Derrickson
Get on Up,Aug,30000000.0,33339868.0,3339868.0,"Biography,Drama,Music",Tate Taylor
The Five-Year Engagement,Apr,30000000.0,61623819.0,31623819.0,"Comedy,Romance",Nicholas Stoller
Winnie the Pooh,Jul,30000000.0,50145607.0,20145607.0,"Adventure,Animation,Comedy",Stephen J. Anderson
White Boy Rick,Sep,30000000.0,25947983.0,-4052017.0,"Crime,Drama",Yann Demange
Virtuosity,Aug,30000000.0,23998226.0,-6001774.0,"Biography,Documentary,Music",Christopher Wilkinson
Sanctum,Feb,30000000.0,108957098.0,78957098.0,"Adventure,Drama,Thriller",Alister Grierson
Ballerina,Aug,30000000.0,96892829.0,66892829.0,"Biography,Documentary",Maja Friis
Proud Mary,Jan,30000000.0,21709539.0,-8290461.0,"Action,Crime,Drama",Babak Najafi
Runner Runner,Oct,30000000.0,60512680.0,30512680.0,"Crime,Thriller",Brad Furman
Baahubali 2: The Conclusion,Apr,30000000.0,263502914.0,233502914.0,"Action,Drama",S.S. Rajamouli
Fright Night,Aug,30000000.0,40520649.0,10520649.0,"Comedy,Horror",Craig Gillespie
Steve Jobs,Oct,30000000.0,35579007.0,5579007.0,"Biography,Drama",Danny Boyle
The Cave,Aug,30000000.0,27147991.0,-2852009.0,"Adventure,Animation,Documentary",Qi Zhao
Godsend,Apr,30000000.0,16910708.0,-13089292.0,Drama,Moon Si-Hyun
The New World,Dec,30000000.0,26184400.0,-3815600.0,Documentary,Jaan Tootsen
The Last Stand,Jan,30000000.0,48330757.0,18330757.0,"Action,Thriller",Jee-woon Kim
Dead Man Down,Mar,30000000.0,19599974.0,-10400026.0,"Action,Crime,Drama",Niels Arden Oplev
The Lost City of Z,Apr,30000000.0,17121823.0,-12878177.0,"Adventure,Biography,Drama",James Gray
The Space Between Us,Feb,30000000.0,16481405.0,-13518595.0,"Adventure,Drama,Romance",Peter Chelsom
Barney's Version,Jan,30000000.0,8845575.0,-21154425.0,"Comedy,Drama",Richard J. Lewis
Trapped,Sep,30000000.0,6916869.0,-23083131.0,Drama,Kaya Purohit
Kin,Aug,30000000.0,10096821.0,-19903179.0,"Drama,Music",Rachel Lambert
Stronger,Sep,30000000.0,8786752.0,-21213248.0,"Biography,Drama",David Gordon Green
Gloria,Jan,30000000.0,4967493.0,-25032507.0,"Comedy,Drama,Romance",Sebastián Lelio
The Merchant of Venice,Dec,30000000.0,18765585.0,-11234415.0,Drama,David Serero
Machine Gun Preacher,Sep,30000000.0,3721988.0,-26278012.0,"Action,Biography,Crime",Marc Forster
Bilal: A New Breed of Hero,Feb,30000000.0,648599.0,-29351401.0,"Action,Adventure,Animation",Ayman Jamal
Wild Card,Jan,30000000.0,4315789.0,-25684211.0,"Action,Crime,Drama",Simon West
United Passions,Jun,30000000.0,168832.0,-29831168.0,"Drama,History,Sport",Frédéric Auburtin
Grace of Monaco,Dec,30000000.0,25199891.0,-4800109.0,"Biography,Drama,Romance",Olivier Dahan
Space Pirate Captain Harlock,Dec,30000000.0,310985.0,-29689015.0,"Animation,Sci-Fi",William Winckler
Collide,Feb,29200000.0,5466698.0,-23733302.0,Action,June Daguiso
Pitch Perfect 2,May,29000000.0,287625468.0,258625468.0,"Comedy,Music",Elizabeth Banks
Night School,Sep,29000000.0,103008792.0,74008792.0,Documentary,Andrew Cohn
Logan Lucky,Aug,29000000.0,44264271.0,15264271.0,"Comedy,Crime,Drama",Steven Soderbergh
Florence Foster Jenkins,Aug,29000000.0,56000339.0,27000339.0,"Biography,Comedy,Drama",Stephen Frears
Straight Outta Compton,Aug,28000000.0,202182981.0,174182981.0,"Biography,Drama,History",F. Gary Gray
Girls Trip,Jul,28000000.0,140886353.0,112886353.0,"Comedy,Drama",Malcolm D. Lee
A Bad Moms Christmas,Nov,28000000.0,127710550.0,99710550.0,"Adventure,Comedy",Jon Lucas
Safe Haven,Feb,28000000.0,94050951.0,66050951.0,"Drama,Romance,Thriller",Lasse Hallström
The Big Short,Dec,28000000.0,133162752.0,105162752.0,"Biography,Comedy,Drama",Adam McKay
